city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.624,0,1,2,1,0,3,1,0,2,25,0.0
0.804,1,1,0,1,0,10,1,0,2,24,0.0
0.55,1,1,0,0,0,5,0,0,2,57,1.0
0.804,0,0,1,2,0,4,0,0,0,66,0.0
0.926,0,0,0,0,1,17,0,0,10,33,0.0
0.6659999999999999,0,1,0,0,0,9,3,1,1,78,0.0
0.55,0,1,0,0,0,5,0,1,2,90,1.0
0.92,0,1,0,3,0,1,1,1,3,34,0.0
0.92,0,1,0,0,5,8,1,1,1,58,1.0
0.743,0,1,1,2,5,10,4,0,1,50,0.0
0.899,1,1,0,1,0,20,6,0,10,10,0.0
0.926,0,1,0,1,0,5,1,0,1,9,0.0
0.887,0,0,0,2,0,1,1,0,1,51,0.0
0.691,0,1,0,0,0,1,3,0,10,45,0.0
0.897,0,1,0,0,0,17,2,0,10,126,0.0
0.92,0,1,0,0,0,1,3,0,1,22,0.0
0.926,0,0,1,1,0,13,2,2,4,90,1.0
0.878,0,1,0,1,0,1,2,2,4,45,0.0
0.769,0,1,0,0,0,4,4,2,1,20,0.0
0.939,0,1,0,0,0,7,0,0,10,108,0.0
0.923,1,0,1,0,0,4,2,0,1,206,0.0
0.682,0,1,0,0,0,8,2,0,2,28,1.0
0.949,0,0,0,1,5,1,7,2,3,22,0.0
0.624,0,1,0,0,0,4,3,0,0,52,1.0
0.924,0,1,0,1,2,1,0,0,1,65,0.0
0.92,0,1,0,0,0,19,1,4,1,21,0.0
0.926,0,1,0,3,0,1,1,4,10,4,0.0
0.855,0,0,2,2,0,2,1,4,0,112,0.0
0.91,0,1,0,0,0,15,1,4,10,58,0.0
0.74,0,0,0,2,0,0,1,4,0,312,0.0
0.698,0,0,0,2,0,3,1,0,0,202,0.0
0.624,0,1,0,0,0,5,5,3,1,68,1.0
0.624,0,1,0,0,0,6,0,3,1,70,1.0
0.92,0,1,0,0,0,1,4,2,10,77,0.0
0.92,0,1,0,0,0,7,3,1,2,2,0.0
0.926,2,0,1,2,0,0,3,1,0,13,0.0
0.91,2,0,1,2,0,1,3,1,0,69,0.0
0.926,2,0,0,1,0,2,3,0,1,42,0.0
0.855,2,1,0,1,0,11,1,0,10,10,0.0
0.727,0,1,0,0,0,19,1,1,2,83,0.0
0.7759999999999999,0,0,1,2,0,5,1,1,0,56,1.0
0.898,0,1,0,1,0,1,3,0,1,31,0.0
0.895,0,1,0,0,0,18,5,0,10,82,0.0
0.802,0,1,0,0,0,19,0,0,10,87,0.0
0.92,1,1,0,0,1,1,1,0,1,220,0.0
0.855,1,0,1,2,1,2,1,0,0,198,0.0
0.698,1,1,0,1,0,9,4,4,2,119,1.0
0.92,0,0,0,0,4,7,0,1,1,103,0.0
0.92,0,0,0,3,0,16,0,1,1,28,0.0
0.939,0,0,1,2,0,7,7,0,2,48,0.0
0.92,0,1,0,0,0,5,2,0,1,184,0.0
0.92,0,0,1,0,0,5,2,0,1,21,0.0
0.91,0,1,0,1,0,3,3,0,1,248,0.0
0.949,0,1,0,1,2,1,6,0,2,14,0.0
0.92,0,1,0,1,0,1,6,0,10,74,1.0
0.939,0,1,0,0,1,5,0,0,1,13,0.0
0.92,0,1,0,1,0,16,2,0,2,3,1.0
0.91,1,1,0,1,0,5,2,0,2,86,0.0
0.74,0,1,0,0,0,4,1,0,2,292,0.0
0.884,0,1,2,1,0,13,6,0,1,40,0.0
0.698,0,1,0,0,0,5,6,0,1,31,0.0
0.92,0,1,0,0,5,15,6,0,10,174,1.0
0.493,0,1,0,2,5,4,6,0,1,105,1.0
0.763,0,0,2,0,0,2,6,0,2,25,0.0
0.762,0,1,0,0,0,1,6,0,2,70,0.0
0.91,0,1,0,1,2,8,2,0,3,17,0.0
0.682,0,1,0,0,0,1,1,0,1,103,0.0
0.92,0,1,0,1,0,18,0,0,4,109,0.0
0.64,0,1,0,0,0,18,1,0,10,48,0.0
0.92,1,1,0,1,1,11,0,2,1,26,0.0
0.92,0,1,0,2,1,18,0,0,10,116,0.0
0.92,0,1,0,0,1,1,1,0,10,22,0.0
0.91,1,1,0,0,1,2,0,0,0,57,0.0
0.92,0,1,0,0,0,4,1,0,2,62,0.0
0.92,0,1,2,0,0,3,1,4,1,109,1.0
0.855,0,1,0,1,0,1,1,0,2,89,0.0
0.92,0,1,0,1,0,1,6,0,2,146,0.0
0.91,0,1,1,0,0,16,6,0,1,53,0.0
0.926,0,1,0,1,0,1,0,0,10,114,0.0
0.624,0,1,1,0,0,1,3,0,0,21,1.0
0.92,0,1,0,0,0,11,4,0,10,52,0.0
0.92,0,1,0,1,0,1,1,0,1,216,0.0
0.555,0,0,1,2,0,2,1,0,0,34,1.0
0.899,0,1,0,0,1,2,6,0,1,30,0.0
0.91,0,1,0,1,0,2,7,0,0,43,0.0
0.624,0,1,0,1,0,5,5,3,0,107,1.0
0.92,0,1,0,0,0,15,1,0,2,55,0.0
0.878,0,0,1,0,0,3,1,0,3,112,1.0
0.926,0,1,0,1,0,1,6,0,10,42,0.0
0.855,0,1,0,0,0,10,6,0,1,28,0.0
0.624,0,1,0,0,0,2,6,0,1,27,0.0
0.579,0,1,0,0,0,7,1,0,2,5,1.0
0.92,0,1,0,0,0,9,5,1,1,70,0.0
0.624,0,1,1,0,0,1,0,0,1,48,1.0
0.926,0,0,0,0,0,0,0,0,0,76,0.0
0.926,0,1,0,0,0,1,1,0,1,164,0.0
0.884,0,1,2,0,0,12,2,0,1,77,0.0
0.7959999999999999,0,1,0,1,0,7,2,0,1,109,0.0
0.624,0,1,0,2,0,14,3,0,10,3,1.0
0.887,0,0,0,0,0,14,3,0,1,18,0.0
0.92,0,1,0,0,0,11,3,0,2,13,0.0
0.92,0,1,0,0,0,1,2,0,10,24,0.0
0.91,0,1,0,1,0,11,5,3,1,79,0.0
0.7659999999999999,0,1,0,0,0,5,1,0,10,19,1.0
0.913,0,0,1,2,0,6,1,0,0,22,0.0
0.92,0,0,0,4,0,7,1,0,1,94,0.0
0.92,0,1,0,0,0,1,1,0,10,18,0.0
0.884,0,1,0,1,0,15,4,0,1,6,0.0
0.698,0,1,0,2,0,8,5,3,1,166,0.0
0.92,0,1,1,1,0,10,6,2,1,40,1.0
0.92,0,0,1,2,0,0,6,2,0,12,0.0
0.939,0,1,0,1,0,12,2,2,10,83,0.0
0.804,0,1,0,0,0,1,1,0,10,27,0.0
0.91,0,1,0,1,1,4,1,0,2,154,0.0
0.624,0,0,1,1,0,3,0,0,1,47,0.0
0.8959999999999999,0,0,1,1,0,7,0,2,1,54,0.0
0.899,0,1,0,0,0,1,2,0,2,26,0.0
0.527,0,1,0,0,3,17,2,0,10,26,0.0
0.6890000000000001,0,1,0,0,0,10,1,0,1,206,0.0
0.92,0,1,0,2,0,1,3,5,1,138,0.0
0.855,1,1,1,1,0,16,1,0,3,168,0.0
0.897,0,1,2,0,0,10,5,0,1,48,0.0
0.926,0,1,0,2,0,6,4,0,3,15,1.0
0.855,0,1,1,0,0,16,3,0,1,54,0.0
0.897,0,1,0,0,0,12,0,0,2,59,0.0
0.92,0,0,0,0,0,1,2,0,10,32,0.0
0.92,0,1,0,0,0,4,0,0,1,9,0.0
0.624,0,0,1,0,0,0,0,0,1,37,1.0
0.92,0,0,1,1,0,14,2,2,2,52,1.0
0.92,0,0,0,3,0,19,1,0,10,152,0.0
0.92,0,1,1,0,0,1,1,0,2,136,0.0
0.802,0,0,2,0,0,1,1,0,0,29,1.0
0.92,0,1,0,2,0,15,2,0,10,45,0.0
0.91,0,1,1,0,0,7,2,0,0,16,0.0
0.92,0,0,0,0,0,11,2,0,2,36,0.0
0.624,0,1,0,0,0,4,5,0,3,7,1.0
0.91,2,1,0,0,0,11,7,0,1,33,0.0
0.91,1,1,1,1,0,12,1,0,1,44,1.0
0.895,1,1,2,1,0,6,3,4,10,22,1.0
0.847,0,0,1,0,0,2,3,4,0,7,1.0
0.895,0,1,0,1,0,1,2,0,10,30,0.0
0.91,0,1,0,0,0,15,1,0,3,125,0.0
0.92,0,1,0,1,0,1,4,5,10,30,0.0
0.92,0,1,0,1,0,11,4,5,4,82,1.0
0.92,0,0,1,1,0,6,4,5,0,117,1.0
0.926,0,1,2,0,3,7,1,0,2,15,0.0
0.924,0,1,0,0,0,12,3,0,1,84,0.0
0.92,0,1,2,0,0,4,1,0,3,52,0.0
0.92,0,0,0,0,0,3,0,0,2,28,0.0
0.738,0,1,0,1,0,11,2,0,1,53,0.0
0.884,0,0,0,0,0,18,2,0,10,18,0.0
0.92,1,1,0,0,0,4,3,1,2,6,0.0
0.743,0,1,0,1,0,13,4,0,1,18,0.0
0.624,0,1,0,0,0,3,3,3,1,158,0.0
0.855,0,1,0,0,0,3,3,3,2,36,1.0
0.624,0,1,0,0,0,1,2,0,0,74,0.0
0.92,0,1,1,0,0,5,2,0,1,25,1.0
0.92,0,1,0,0,1,11,0,1,1,113,0.0
0.55,0,1,0,0,0,5,0,0,1,74,1.0
0.856,0,0,0,2,0,1,0,0,0,26,0.0
0.767,0,1,2,0,0,10,0,0,2,308,0.0
0.754,0,1,0,1,5,19,0,0,4,72,0.0
0.92,1,0,0,1,0,7,4,0,2,22,0.0
0.92,1,0,1,1,1,7,4,0,1,35,1.0
0.926,0,1,0,1,0,9,6,0,1,184,0.0
0.939,1,0,0,4,0,3,6,0,0,11,0.0
0.893,0,1,0,0,0,1,6,0,2,19,1.0
0.92,0,0,0,0,0,0,6,0,1,50,0.0
0.55,0,1,0,0,0,6,0,0,1,91,1.0
0.91,0,1,0,0,0,11,6,0,4,46,0.0
0.92,0,0,0,3,0,11,0,0,2,54,0.0
0.795,0,1,0,2,0,3,0,0,0,45,0.0
0.682,0,1,0,0,0,1,2,0,10,24,0.0
0.926,0,0,1,2,0,7,2,0,1,18,0.0
0.722,1,1,0,1,0,1,5,0,10,70,1.0
0.698,2,1,0,0,3,5,5,0,1,21,0.0
0.92,0,1,0,0,0,9,5,0,3,52,1.0
0.847,0,0,2,0,0,9,6,0,10,29,0.0
0.624,0,1,0,1,0,6,1,0,1,92,1.0
0.92,0,1,0,0,0,17,2,0,10,88,0.0
0.92,0,1,2,1,0,15,4,0,2,17,0.0
0.897,0,1,0,1,0,13,0,1,1,51,0.0
0.92,0,1,0,0,0,1,2,0,10,16,0.0
0.92,0,1,0,0,0,6,6,0,2,34,0.0
0.855,0,1,1,0,0,10,5,3,1,48,0.0
0.91,0,1,0,3,0,11,2,0,10,23,0.0
0.802,0,0,1,2,0,5,4,0,1,2,0.0
0.91,0,0,0,0,1,0,0,0,1,72,0.0
0.624,0,1,1,1,0,6,0,0,4,76,1.0
0.624,0,1,0,1,0,15,0,0,0,30,0.0
0.91,0,1,0,0,0,17,1,0,10,34,0.0
0.92,0,0,0,0,0,0,1,0,1,30,0.0
0.91,0,0,0,4,0,0,1,0,0,31,0.0
0.92,0,0,0,0,0,16,3,0,1,113,0.0
0.91,0,1,0,0,0,11,0,0,4,196,0.0
0.92,0,0,0,0,0,1,4,4,4,75,0.0
0.926,0,0,1,0,0,10,5,0,2,58,0.0
0.887,0,0,1,0,0,3,5,0,0,54,0.0
0.624,0,1,0,1,0,11,2,0,1,16,1.0
0.89,0,1,0,1,0,15,0,0,10,26,0.0
0.624,0,0,1,2,0,2,0,0,0,302,0.0
0.92,1,0,0,0,0,3,0,0,1,77,1.0
0.897,0,1,0,1,0,7,1,3,10,50,0.0
0.92,0,1,0,0,0,6,5,0,2,29,0.0
0.92,0,1,0,1,0,1,1,4,1,109,0.0
0.926,0,1,0,1,0,1,0,0,10,33,0.0
0.698,0,0,1,2,0,2,5,3,0,43,0.0
0.939,0,1,0,0,0,14,1,0,10,39,0.0
0.624,0,0,1,0,0,0,1,0,10,4,1.0
0.624,1,1,0,0,0,15,3,1,2,112,0.0
0.91,1,1,0,1,0,11,2,0,10,52,0.0
0.855,0,1,0,1,0,1,2,0,10,70,0.0
0.91,0,1,0,0,0,16,1,0,10,30,0.0
0.91,0,0,1,0,0,8,1,0,1,52,1.0
0.897,0,1,2,0,0,4,1,0,1,106,0.0
0.624,0,1,0,1,0,4,3,0,1,22,0.0
0.92,0,0,1,0,0,5,3,0,1,58,1.0
0.698,0,0,1,0,0,2,1,0,1,145,0.0
0.92,0,0,0,0,5,1,0,0,1,9,0.0
0.68,0,0,0,0,0,10,7,0,2,32,0.0
0.91,0,0,1,1,0,4,7,2,1,184,0.0
0.897,0,1,0,1,0,14,3,1,0,4,0.0
0.8270000000000001,0,1,0,0,0,16,3,1,10,298,0.0
0.939,0,1,0,3,0,1,1,0,10,57,0.0
0.55,0,1,1,0,0,9,3,0,10,14,0.0
0.763,0,1,1,1,0,2,0,0,0,55,0.0
0.926,0,0,0,3,0,14,6,2,1,46,0.0
0.92,0,1,0,0,0,7,3,0,1,43,1.0
0.92,0,1,0,0,0,1,4,0,10,61,1.0
0.92,0,1,0,0,0,1,6,0,2,26,0.0
0.92,1,1,0,1,0,7,2,0,2,37,0.0
0.92,0,1,0,0,1,4,1,0,1,60,0.0
0.698,0,1,0,1,0,9,1,0,10,96,0.0
0.855,0,1,0,0,0,9,3,1,2,53,0.0
0.624,0,0,1,0,0,4,3,1,0,41,1.0
0.804,0,0,0,0,0,1,6,0,0,242,0.0
0.92,0,1,0,0,0,5,1,0,1,102,0.0
0.897,0,1,0,1,0,6,1,0,1,18,0.0
0.5579999999999999,0,1,0,0,0,6,1,0,1,50,1.0
0.762,0,0,0,0,0,4,1,0,0,51,1.0
0.926,0,1,0,3,0,1,0,0,3,28,0.0
0.624,0,1,2,0,0,2,5,0,1,11,1.0
0.92,0,1,1,0,0,7,4,0,4,33,0.0
0.91,0,1,0,0,0,1,2,0,2,70,0.0
0.926,0,1,0,0,3,1,2,0,2,51,0.0
0.55,0,0,1,2,3,2,2,0,1,10,0.0
0.698,0,0,0,1,0,7,1,0,3,8,0.0
0.925,1,1,0,1,0,19,2,0,0,24,0.0
0.91,0,1,0,1,0,11,2,0,3,20,0.0
0.89,0,1,1,2,0,6,0,0,1,36,0.0
0.91,0,1,0,1,0,15,0,0,2,56,0.0
0.91,0,1,0,0,0,9,0,0,2,17,0.0
0.92,0,1,0,0,0,18,0,0,1,59,0.0
0.92,0,1,0,2,0,19,0,0,1,56,0.0
0.843,0,0,1,0,0,5,0,0,0,13,1.0
0.91,0,0,1,0,0,2,0,0,1,42,1.0
0.92,0,1,0,0,0,18,0,0,1,10,1.0
0.855,0,1,0,0,0,8,0,0,1,130,0.0
0.92,0,1,0,0,0,9,1,0,3,108,0.0
0.897,0,0,1,1,3,5,1,0,1,21,0.0
0.698,0,1,1,0,0,4,1,0,1,26,1.0
0.92,0,1,0,0,0,17,0,1,1,81,1.0
0.691,0,1,1,0,0,3,1,2,2,26,0.0
0.556,0,1,1,0,0,1,6,0,0,46,0.0
0.855,2,1,1,1,0,7,6,0,1,24,0.0
0.624,2,0,1,0,0,4,6,0,0,7,0.0
0.754,0,1,0,2,0,0,6,0,0,23,0.0
0.92,0,1,0,1,0,8,4,2,3,57,0.0
0.92,0,1,0,0,0,1,2,0,1,77,0.0
0.738,0,1,1,0,0,3,2,0,1,24,0.0
0.624,0,1,1,1,0,1,0,0,1,8,1.0
0.91,0,0,0,4,0,3,0,0,0,48,0.0
0.926,0,1,0,0,0,1,4,2,1,46,0.0
0.92,0,1,1,2,0,6,4,2,2,8,1.0
0.91,0,1,0,0,0,1,4,2,2,152,1.0
0.926,0,0,0,1,2,7,2,0,1,19,0.0
0.92,0,1,0,0,0,1,6,0,4,21,0.0
0.939,0,1,0,2,0,5,2,0,0,210,0.0
0.682,0,1,0,0,0,9,2,0,1,28,0.0
0.92,0,1,0,0,0,3,0,0,1,10,1.0
0.92,0,1,0,1,4,1,0,0,1,170,1.0
0.804,1,0,0,0,0,18,1,0,10,72,0.0
0.6659999999999999,1,0,0,0,0,3,1,0,3,44,0.0
0.92,0,1,0,1,1,20,4,4,10,69,0.0
0.926,0,1,0,1,0,1,1,0,1,22,0.0
0.866,0,1,0,0,0,18,1,0,1,36,0.0
0.624,1,1,0,0,0,6,3,0,0,22,1.0
0.804,0,0,0,0,0,1,3,0,1,89,1.0
0.926,0,1,0,1,0,1,2,0,0,57,0.0
0.924,0,0,0,3,0,16,1,0,1,332,1.0
0.926,0,1,0,0,0,3,0,3,1,88,0.0
0.727,0,0,1,4,0,7,0,3,1,22,1.0
0.89,0,0,0,0,0,5,4,0,0,29,0.0
0.92,1,1,1,0,0,5,1,0,2,23,0.0
0.624,0,1,0,0,0,2,1,3,2,51,1.0
0.895,0,1,2,2,0,6,4,0,4,22,0.0
0.92,0,1,0,0,0,1,1,0,4,35,0.0
0.855,0,1,0,0,0,3,3,0,2,15,0.0
0.926,0,0,0,0,0,3,2,0,1,27,0.0
0.92,0,1,0,1,0,11,0,3,0,314,0.0
0.91,0,1,0,0,4,1,0,0,4,54,0.0
0.624,0,1,0,0,0,2,2,0,1,14,1.0
0.926,0,1,0,1,0,19,0,0,1,25,0.0
0.925,1,1,0,3,0,1,1,1,2,28,0.0
0.624,0,1,0,0,0,3,3,1,1,57,0.0
0.6659999999999999,0,1,0,0,1,19,5,0,1,334,0.0
0.92,0,1,0,0,0,1,2,0,10,56,0.0
0.939,0,0,0,0,0,15,5,0,10,114,0.0
0.579,0,1,2,0,0,3,5,0,1,20,1.0
0.92,0,1,0,1,0,1,5,0,10,32,0.0
0.926,0,0,0,0,0,1,1,0,2,7,0.0
0.802,0,1,1,0,2,3,1,0,1,25,0.0
0.92,0,0,0,0,0,1,1,0,10,86,1.0
0.754,0,1,0,0,0,7,0,1,4,99,0.0
0.624,0,1,1,0,0,8,2,0,2,20,1.0
0.91,0,0,0,2,0,8,2,0,10,188,1.0
0.91,0,1,0,0,0,1,6,0,2,110,0.0
0.624,0,1,0,1,0,8,0,0,3,57,1.0
0.762,0,1,0,0,0,3,5,2,1,38,1.0
0.7959999999999999,0,1,2,0,0,6,0,1,1,18,0.0
0.92,0,1,1,0,0,4,7,0,1,28,0.0
0.897,0,0,0,1,0,11,4,0,2,8,0.0
0.624,0,1,1,0,0,0,3,0,1,100,1.0
0.92,0,1,0,0,0,15,2,0,1,8,0.0
0.92,0,1,0,0,0,8,3,0,2,26,0.0
0.92,0,1,0,0,0,1,6,0,2,55,0.0
0.926,0,1,1,2,0,5,0,2,2,163,0.0
0.91,0,1,0,0,0,14,2,0,4,51,0.0
0.92,0,1,2,0,0,15,1,2,1,106,0.0
0.893,0,0,0,0,0,2,1,2,1,45,1.0
0.836,0,0,1,1,0,4,1,2,1,15,1.0
0.926,0,0,1,0,0,9,1,2,1,28,0.0
0.855,0,0,2,0,0,17,1,2,2,19,0.0
0.92,1,0,1,1,0,5,1,2,1,86,1.0
0.92,0,1,0,0,0,13,1,0,10,140,0.0
0.884,0,1,0,0,0,4,0,0,2,26,1.0
0.913,0,1,0,0,0,8,7,0,1,141,0.0
0.698,0,0,2,0,0,4,7,0,1,46,1.0
0.624,0,0,0,0,0,5,2,0,1,17,0.0
0.624,0,1,1,1,0,2,0,0,1,48,1.0
0.92,0,1,0,0,0,7,5,3,1,324,0.0
0.878,0,0,0,0,0,6,5,3,1,60,0.0
0.92,0,0,0,0,0,5,5,3,1,89,1.0
0.91,0,1,0,0,0,1,1,0,2,134,0.0
0.74,0,1,0,0,0,14,1,0,4,84,0.0
0.92,0,1,0,1,0,7,2,0,1,9,1.0
0.92,0,1,0,0,4,1,2,0,2,36,0.0
0.92,0,0,0,0,0,7,2,0,2,31,0.0
0.92,0,0,1,0,0,1,2,5,0,26,0.0
0.682,0,1,0,0,0,6,2,0,2,10,0.0
0.843,0,1,0,0,0,14,5,0,4,210,0.0
0.754,0,1,2,0,0,7,3,0,2,136,1.0
0.92,1,0,2,1,1,1,2,0,10,9,0.0
0.92,0,1,0,1,0,1,2,0,2,20,1.0
0.55,0,1,0,0,0,5,0,0,1,86,0.0
0.579,0,0,1,0,1,1,0,0,0,118,0.0
0.579,0,1,0,0,3,11,0,0,4,52,0.0
0.92,0,0,0,0,0,1,0,0,10,66,1.0
0.92,0,1,0,0,0,5,1,0,1,5,0.0
0.897,0,1,0,0,0,2,1,0,1,56,0.0
0.92,0,1,0,1,0,4,2,0,1,57,0.0
0.926,0,0,0,2,0,1,2,0,0,85,0.0
0.887,0,0,1,0,0,3,5,1,1,10,1.0
0.91,0,1,0,0,0,1,0,0,10,86,0.0
0.847,0,1,1,1,0,6,3,0,1,3,0.0
0.923,0,1,0,1,2,18,2,0,1,44,0.0
0.836,0,0,0,4,2,1,2,0,0,34,0.0
0.92,0,1,0,0,4,15,1,0,1,84,0.0
0.92,0,1,0,0,0,2,3,0,2,91,0.0
0.923,0,1,1,2,0,9,3,0,1,56,0.0
0.624,1,1,0,0,0,9,4,0,1,15,0.0
0.92,1,1,0,0,0,14,1,4,1,44,1.0
0.92,0,1,0,0,0,1,0,0,10,9,0.0
0.624,0,0,1,2,0,1,0,0,0,104,1.0
0.698,0,0,1,0,0,1,0,0,1,81,1.0
0.925,0,1,1,0,0,5,3,0,1,118,1.0
0.624,1,0,1,1,0,3,3,0,0,94,1.0
0.91,0,1,0,0,0,6,2,0,1,14,0.0
0.855,0,1,2,0,0,4,5,0,1,141,0.0
0.926,0,1,0,1,0,14,0,0,4,334,0.0
0.92,0,1,1,0,0,7,4,0,1,148,1.0
0.624,0,1,0,0,3,10,4,0,10,81,1.0
0.91,0,1,0,2,3,1,2,0,4,14,0.0
0.794,0,1,1,0,0,6,3,0,0,62,0.0
0.55,1,0,1,0,0,4,3,0,0,25,0.0
0.92,0,1,0,0,0,6,4,2,1,26,0.0
0.855,0,0,0,2,0,3,4,2,0,12,1.0
0.92,0,1,0,0,0,1,4,2,10,84,1.0
0.624,0,0,0,2,0,2,4,2,0,20,1.0
0.856,0,1,1,0,0,15,5,0,3,332,0.0
0.92,0,1,0,1,0,1,6,0,2,97,1.0
0.92,0,0,1,0,0,11,6,0,4,130,1.0
0.624,0,1,0,0,0,11,2,0,2,124,0.0
0.804,0,1,0,0,0,16,5,0,10,258,0.0
0.804,0,1,0,1,0,12,0,0,0,26,1.0
0.6890000000000001,0,0,0,1,0,2,0,0,0,21,0.0
0.698,0,1,0,1,0,11,0,0,1,190,0.0
0.624,0,1,0,1,0,8,2,2,1,5,1.0
0.926,0,1,0,1,0,15,2,0,1,3,0.0
0.915,0,0,1,2,0,4,2,0,1,192,0.0
0.92,0,0,0,1,0,7,2,0,2,53,0.0
0.743,0,1,1,1,0,2,0,0,1,4,0.0
0.7759999999999999,0,1,0,1,0,8,6,0,0,101,0.0
0.743,0,0,0,1,1,2,6,0,1,198,1.0
0.92,0,1,0,0,0,14,0,0,10,66,1.0
0.92,0,1,0,0,0,6,6,0,2,224,1.0
0.83,0,1,0,1,0,10,3,0,1,45,0.0
0.884,0,0,0,1,0,1,3,0,1,206,0.0
0.624,0,1,0,0,0,5,0,0,1,264,0.0
0.8270000000000001,0,1,0,0,0,6,0,2,2,23,0.0
0.92,0,1,0,0,2,1,0,2,10,48,1.0
0.92,0,1,0,0,0,9,3,0,2,66,0.0
0.92,0,1,0,0,0,3,0,1,1,52,0.0
0.855,0,1,0,0,0,10,2,0,2,35,0.0
0.893,0,0,1,4,0,3,2,0,1,22,0.0
0.624,0,1,0,0,0,1,2,0,1,22,1.0
0.68,0,1,0,1,0,12,4,0,1,21,0.0
0.92,0,0,0,0,0,8,0,1,1,89,0.0
0.624,0,0,2,0,0,7,7,0,2,109,0.0
0.624,0,1,1,0,0,9,2,0,10,91,1.0
0.92,1,0,1,0,0,3,6,0,2,61,0.0
0.91,0,1,1,0,0,1,1,0,10,146,0.0
0.887,0,1,0,0,0,16,3,0,2,202,0.0
0.92,0,0,0,0,0,16,5,0,10,39,0.0
0.762,0,0,2,2,0,3,5,0,0,72,0.0
0.91,0,1,0,1,0,5,5,1,1,60,0.0
0.624,0,1,1,0,0,11,4,0,1,134,0.0
0.887,0,1,2,1,1,9,5,0,1,24,0.0
0.898,0,1,0,0,0,18,6,0,1,220,0.0
0.893,0,1,1,0,0,0,6,0,1,50,0.0
0.91,0,1,1,0,0,6,5,0,10,14,0.0
0.91,0,1,0,2,0,17,2,0,1,12,0.0
0.91,0,0,0,2,0,5,2,0,0,66,0.0
0.939,0,1,0,0,2,1,2,0,2,41,0.0
0.624,0,1,0,0,0,9,2,0,0,80,1.0
0.92,0,1,0,0,0,1,1,4,10,90,0.0
0.92,0,1,0,0,0,1,1,2,1,142,0.0
0.92,0,0,0,0,0,0,2,0,1,151,1.0
0.91,0,1,0,0,0,8,0,3,1,82,0.0
0.754,0,1,0,0,0,1,4,2,10,28,0.0
0.762,0,1,0,1,0,18,4,5,4,51,0.0
0.924,0,1,0,0,0,19,4,5,1,59,0.0
0.92,0,1,0,0,0,8,5,0,2,155,0.0
0.794,0,0,0,2,0,3,5,0,0,14,0.0
0.92,0,1,0,0,0,5,1,0,2,26,0.0
0.92,0,0,0,0,0,1,1,0,10,23,1.0
0.6659999999999999,0,1,0,0,0,9,3,0,1,107,0.0
0.92,1,1,0,1,0,2,3,0,1,40,0.0
0.624,1,1,0,1,0,7,1,0,10,111,1.0
0.92,0,1,0,1,0,1,1,0,10,59,1.0
0.92,0,1,0,1,0,14,1,0,2,17,0.0
0.926,0,0,1,0,0,6,2,0,1,16,0.0
0.923,2,1,0,0,0,16,5,0,3,89,0.0
0.949,0,1,0,1,0,1,5,0,10,48,1.0
0.897,0,1,0,1,0,1,5,0,10,75,0.0
0.855,0,1,2,0,3,2,7,0,2,42,0.0
0.512,1,1,0,1,0,15,1,0,10,75,0.0
0.926,0,1,0,1,0,1,2,0,10,42,1.0
0.92,0,1,0,1,0,1,0,0,2,28,0.0
0.91,0,1,0,0,0,11,5,0,1,32,0.0
0.92,0,0,1,0,0,2,5,0,1,224,1.0
0.855,0,1,0,0,1,0,1,0,1,78,0.0
0.624,0,1,0,0,0,5,1,0,2,86,0.0
0.527,0,0,0,0,0,2,1,0,1,111,0.0
0.527,1,0,2,0,0,1,1,0,0,86,0.0
0.926,0,0,2,2,0,6,1,0,1,18,0.0
0.895,0,1,0,4,0,1,1,0,3,300,0.0
0.913,0,1,0,0,2,4,4,0,2,6,0.0
0.691,0,1,0,0,0,3,4,0,10,18,0.0
0.624,0,1,0,0,0,9,4,0,1,38,1.0
0.926,0,1,0,2,0,5,4,0,0,56,0.0
0.926,0,0,0,1,0,11,4,0,0,18,1.0
0.878,0,1,0,1,0,11,1,0,3,112,0.0
0.91,0,1,1,0,0,10,2,0,2,17,0.0
0.802,0,1,0,0,2,10,1,0,2,27,0.0
0.92,0,1,0,0,0,1,1,2,10,39,0.0
0.949,0,1,0,1,0,9,5,1,3,24,0.0
0.836,0,1,2,0,0,19,1,2,1,4,0.0
0.92,0,1,0,0,5,18,1,2,1,10,0.0
0.926,0,1,0,1,0,1,3,0,3,136,0.0
0.743,0,1,0,1,0,9,4,0,2,73,0.0
0.91,0,0,1,2,0,5,4,0,1,34,1.0
0.8959999999999999,0,1,0,0,0,5,0,0,2,42,0.0
0.878,0,0,0,0,0,11,4,0,10,73,0.0
0.92,0,1,1,0,0,9,4,0,2,11,0.0
0.92,0,1,0,0,0,6,4,0,0,25,0.0
0.92,0,1,0,0,4,15,1,1,10,102,0.0
0.624,0,0,1,0,0,3,1,1,0,53,1.0
0.887,0,0,2,0,0,5,5,0,3,20,0.0
0.92,0,0,2,0,0,15,5,0,2,20,0.0
0.92,0,0,1,0,0,6,5,0,1,47,0.0
0.804,0,1,1,0,0,6,0,0,1,102,1.0
0.624,0,0,0,2,0,5,0,0,0,178,0.0
0.92,0,1,0,1,0,12,0,0,1,1,1.0
0.92,0,1,0,0,0,1,0,0,10,6,1.0
